label_raw,text,label_ocean,key
_,You do not enjoy much social interaction; You would rather be alone,E,-1
_,"You are shy, reserved, and don’t talk much",E,-1
_,You are quiet and don’t socialize much,E,-1
_,"You tend to be shy, reserved, and quiet",E,-1
_,"You are withdrawn, reserved, quiet, and shy",E,-1
_,"You try to avoid social interactions, talks, and conversations as much as possible",E,-1
_,"You are often serious and reserved, and  your favorite place to be is at home rather than at a party or other social event",E,-1
_,You are really quiet and reserved,E,-1
_,You tend to be a reserved person and uncomfortable around people,E,-1
_,"You are shy, reserved, and quiet around others",E,-1
_,You are a subdued and quiet person,E,-1
_,You really dislike energizing social situations and prefer to avoid them most of the time,E,-1
_,You feel it's important to keep very organized and clean,C,1
_,You feel it's important to do a thorough job in your work,C,1
_,You always double-check for accuracy and never make careless errors or mistakes,C,1
_,"You like order; You try hard to be accurate; You pay attention to details and get absorbed in what You are doing; You are careful, dedicated and organized; when solving problems, You plan things systematically and efficiently",C,1
_,You are organized and plan ahead,C,1
_,You  take care of things properly and put things back in their proper places,C,1
_,You feel completing tasks thoroughly and efficiently is very important,C,1
_,"You like order and being organized; You pay attention to detail, and like to get things done correctly following a specific you thod or process",C,1
_,"You feel your work ethic, organization, thoroughness and reliability lead to job performance and personal success",C,1
_,You  set goals and pursue them diligently,C,1
_,You feel being hardworking and self-disciplined is of utmost importance,C,1
_,You  pay attention to details in work,C,1
_,You take a slapdash approach to  your work; you are a very easy-going person; you eting deadlines isn't one of  your strengths; You often make mistakes because You rush through things;  your work tends to be disorganized,C,-1
_,You take a haphazard approach to tasks rather than being thorough and careful,C,-1
_,"You like to leave  your projects unfinished, or You try to do things at the last minute instead of taking care of them in advance",C,-1
_,You ignore responsibilities if You don't feel like doing them,C,-1
_,You are lazy and do only the minimum required of you ,C,-1
_,You frequently shirk  your tasks and work responsibilities,C,-1
_,"You tend to be lazy and often don't complete homework, work projects, or chores on time",C,-1
_,You feel being lax and sloppy is acceptable,C,-1
_,You don't intend to take  your responsibilities seriously and put little effort into accomplishing tasks,C,-1
_,You are disorganized and careless and don’t pay attention to detail,C,-1
_,You have no scruples; You disobey the rules whenever You want,C,-1
_,You often skip out on  your responsibilities if You do not feel like doing them,C,-1
_,You have many fears and worries that make it difficult to face day-to-day life,N,1
_,You suffer with a lot of irrational fears and anxieties,N,1
_,You get stressed and anxious easily,N,1
_,You feel life is difficult for you  – sometimes it feels like too much effort,N,1
_,"You feel tension and stress keeps piling up like a burden or a heavy weight, and You can never fully rid myself of that pressure",N,1
_,"You get nervous easily, and worry a lot about things",N,1
_,You suffer from frequent anxiety and self-doubt,N,1
_,You feel stressed out; You get anxious easily,N,1
_,You are often troubled with feelings of self-doubt and anxiety,N,1
_,Small things tend to stress you out a lot,N,1
_,Little things often irritate you ,N,1
_,"You get nervous easily, and worry a lot",N,1
_,"You are calm, emotionally stable, and free of unpleasant mood swings",N,-1
_,"You are calm, emotionally stable, and free from persistent negative feelings such as anxiety or depression",N,-1
_,You have good emotional stability and rarely experience mood swings,N,-1
_,"You are calm, emotionally stable, and free from nervous tension",N,-1
_,"You are calm, emotionally stable, and free of irrational fears",N,-1
_,"You are calm, emotionally stable and free from persistent negative feelings",N,-1
_,"You are calm, emotionally stable, and rarely nervous or anxious",N,-1
_,"You are calm, emotionally stable, and able to handle stress",N,-1
_,"You are emotionally stable, calm, and not easily bothered or stressed out by situations",N,-1
_,"You are emotionally stable, calm, secure and unworried",N,-1
_,"You are calm, emotionally stable, and free from persistent negative feelings",N,-1
_,"You are calm, emotionally stable, and rarely lose  your composure",N,-1
