label_raw,text,label_ocean,key
Cheerfulness,Brighten someone's day,E,1
Cheerfulness, Choose to be happy,E,1
Cheerfulness, Keep a sunny outlook,E,1
Cheerfulness, Dance with delight,E,1
Cheerfulness, Cherish every giggle,E,1
Cheerfulness,Stay lighthearted,E,1
Cheerfulness,Nurture a joyful spirit,E,1
Cheerfulness, Grin from ear to ear,E,1
Cheerfulness, Live with exuberance,E,1
Cheerfulness, Savor the sweet moments,E,1
Cheerfulness, Find humor in life,E,1
Cheerfulness, Radiate sunshine,E,1
Cheerfulness, Be the reason for smiles,E,1
Cheerfulness, Maintain a cheerful heart,E,1
Cheerfulness, Laugh often","love much,"E,1"
Cheerfulness,Bring light to the darkness,E,1
Cheerfulness,Glow with positivity,E,1
Cheerfulness,Enjoy the journey,E,1
Cheerfulness,Keep laughter close,E,1
Cheerfulness,Stay upbeat and lively,E,1
Cheerfulness, Treasure happy thoughts,E,1
Cheerfulness, Inspire with your joy,E,1
Cheerfulness,Float on a cloud of happiness,E,1
Cheerfulness, Appreciate the beauty of life,E,1
Cheerfulness,Revel in the present,E,1
Cheerfulness,Cultivate a bright spirit,E,1
Cheerfulness, Let your happiness shine,E,1
Cheerfulness,Find bliss in simplicity,E,1
Cheerfulness, Delight in the now,E,1
Cheerfulness,Enjoy life's melody,E,1
Cheerfulness,Keep a positive outlook,E,1
Excitement-seeking,I avoid thrilling roller coasters,E,-1
Excitement-seeking,I prefer quiet weekends to adventure trips.,E,-1
Excitement-seeking,I rarely seek out new thrilling experiences.,E,-1
Excitement-seeking,I steer clear of extreme sports.,E,-1
Excitement-seeking,I don't find joy in adrenaline-pumping activities.,E,-1
Excitement-seeking,My interests don't include spontaneous adventures.,E,-1
Excitement-seeking,I seldom participate in high-energy events.,E,-1
Excitement-seeking,I prefer stability over thrill.,E,-1
Excitement-seeking,I don't chase after excitement.,E,-1
Excitement-seeking,I tend to avoid risky activities.,E,-1
Excitement-seeking,I rarely engage in daring escapades.,E,-1
Excitement-seeking,I'm not drawn to the thrill of the unknown.,E,-1
Excitement-seeking,I find extreme activities unappealing,E,-1
Excitement-seeking,I don't enjoy being in high-energy environments.,E,-1
Excitement-seeking,I prefer a calm atmosphere over excitement.,E,-1
Excitement-seeking, I rarely seek out activities that pump up adrenaline.,E,-1
Excitement-seeking,I don't feel the need for excitement in my life.,E,-1
Excitement-seeking, I am not one to pursue thrilling experiences.,E,-1
Excitement-seeking,I shy away from exhilarating adventures.,E,-1
Excitement-seeking,I avoid high-risk","thrilling activities.,"E,-1"
Excitement-seeking,I find excitement in the ordinary.,E,1
Excitement-seeking,I don't have a taste for the extreme.,E,-1
Excitement-seeking,I prefer predictability over thrill.,E,-1
Excitement-seeking,I don't get a thrill from risky endeavors.,E,-1
Excitement-seeking,I feel indifferent towards high-energy pursuits.,E,-1
Excitement-seeking,I don't seek out excitement in my daily life.,E,-1
Excitement-seeking,I am not one to partake in excitement,E,-1
Excitement-seeking, Enjoy the thrill of new experiences.,E,1
Excitement-seeking,Chase adventures wherever they may lead.,E,1
Excitement-seeking,Feel energized by lively events,E,1
Excitement-seeking,Seek out thrilling activities for fun,E,1
Excitement-seeking,Relish the buzz of a crowded party.,E,1
Excitement-seeking, Find joy in spontaneous plans.,E,1
Excitement-seeking, Love the rush of adrenaline-pumping sports.,E,1
Excitement-seeking,Get a thrill from taking risks.,E,1
Excitement-seeking, Crave the excitement of the unknown.,E,1
Excitement-seeking, Feel alive in the midst of chaos.,E,1
Excitement-seeking,Embrace the unexpected with enthusiasm.,E,1
Excitement-seeking,Always in search of a new adventure.,E,1
Excitement-seeking,Can't resist a high-energy environment.,E,1
Excitement-seeking, Drawn to the excitement of fast-paced settings.,E,1
Excitement-seeking, Feel invigorated by the hustle and bustle.,E,1
Excitement-seeking,Thrive in situations that keep me on my toes.,E,1
Excitement-seeking, Enjoy being swept up in thrilling moments.,E,1
Excitement-seeking, Seek out the energy of vibrant places.,E,1
Excitement-seeking,Feel a rush from daring escapades.,E,1
Excitement-seeking,Love the thrill of exploring uncharted territory.,E,1
Excitement-seeking, Attracted to lively and dynamic atmospheres.,E,1
Excitement-seeking,Feel alive when surrounded by excitement.,E,1
Excitement-seeking,Always ready to jump into something thrilling.,E,1
Excitement-seeking,Energized by the thrill of the chase,E,1
Excitement-seeking, Seek out situations that are full of life.,E,1
Excitement-seeking,Feel exhilarated by high-energy activities.,E,1
Excitement-seeking, Find excitement in the roar of a crowd,E,1
Extraversion, Prefer to keep your thoughts to yourself,E,-1
Extraversion,Avoid large social gatherings,E,-1
Extraversion,Feel drained after socializing,E,-1
Extraversion,Value your alone time,E,-1
Extraversion, Dont often initiate conversations,E,-1
Extraversion, Keep your opinions to yourself,E,-1
Extraversion,Enjoy solitary activities,E,-1
Extraversion, Are not the life of the party,E,-1
Extraversion, Feel uncomfortable in crowded places,E,-1
Extraversion, Rarely share personal stories,E,-1
Extraversion,Prefer listening over talking,E,-1
Extraversion, Dislike being the center of attention,E,-1
Extraversion, Seldom volunteer for public speaking,E,-1
Extraversion,Keep your social circle small,E,-1
Extraversion, Are not fond of small talk,E,-1
Extraversion,Tend to reflect before speaking,E,-1
Extraversion, Feel shy around new people,E,-1
Extraversion,Don't seek out new social experiences,E,-1
Extraversion, Find comfort in familiar routines,E,-1
Extraversion,Prefer written communication,E,-1
Extraversion,Keep your emotions under wraps,E,-1
Extraversion,Feel overwhelmed by constant social interaction,E,-1
Extraversion, Enjoy peace and quiet,E,-1
Extraversion,Are reserved in new situations,E,-1
Extraversion,Take time to warm up to others,E,-1
Extraversion,Feel anxious in social settings,E,-1
Extraversion,Don't enjoy being in the spotlight,E,-1
Extraversion,Value deep","meaningful connections,"E,1"
Extraversion,Keep your thoughts guarded,E,-1
Extraversion, Prefer a night in over going out,E,-1
Extraversion, Feel self-conscious in large groups,E,-1
Extraversion,Are selective about whom you open up to,E,-1
Extraversion, Enjoy being the center of attention.,E,1
Extraversion,Thrive in social gatherings,E,1
Extraversion, Feel energized around people.,E,1
Extraversion, Easily strike up conversations with strangers.,E,1
Extraversion,Seek out social events regularly,E,1
Extraversion,Often tell stories and anecdotes.,E,1
Extraversion,Have a wide circle of friends.,E,1
Extraversion, Feel comfortable in large groups.,E,1
Extraversion,Prefer to speak in person rather than text.,E,1
Extraversion,Enjoy meeting new people.,E,1
Extraversion,Have an active social calendar,E,1
Extraversion,Love to host parties.,E,1
Extraversion, Volunteer to lead group activities.,E,1
Extraversion,Rarely feel shy or reserved,E,1
Extraversion,Like to be involved in team activities.,E,1
Extraversion,Frequently make eye contact when speaking.,E,1
Extraversion, Are easily approachable.,E,1
Extraversion, Often crack jokes in conversations.,E,1
Extraversion,Enjoy working in collaborative environments.,E,1
Extraversion,Rarely spend time alone.,E,1
Extraversion,Prefer face-to-face communication.,E,1
Extraversion,Quickly adapt to new social settings,E,1
Extraversion, Enjoy being part of a team.,E,1
Extraversion,Are often the first to introduce themselves.,E,1
Extraversion, Have a lively and energetic presence.,E,1
Extraversion, Love to share personal experiences.,E,1
Extraversion,Rarely feel awkward in social settings,E,1
Extraversion, Usually take the lead in group discussions.,E,1
Extraversion,Often initiate social plans.,E,1
Extraversion, Get excited about networking opportunities.,E,1
Extraversion, Are comfortable speaking in front of crowds.,E,1
Extraversion,Enjoy sharing opinions openly.,E,1
Extraversion,Prefer vibrant and lively environments,E,1
Extraversion,Love to engage in group activities.,E,1
Extraversion, Enjoy participating in community events.,E,1
Extraversion,Are quick to offer,E,1
Friendliness,Feel comfortable in social settings,E,1
Friendliness,Engage in conversations easily,E,1
Friendliness,Prefer to listen rather than speak,E,-1
Friendliness,Seek out new acquaintances,E,1
Friendliness,Feel drained after social gatherings,E,-1
Friendliness,Enjoy hosting gatherings,E,1
Friendliness,Tend to keep to myself,E,-1
Friendliness,Find joy in meeting new people,E,1
Friendliness,Prefer solitude over crowds,E,-1
Friendliness,Feel energized by social interactions,E,1
Friendliness,Struggle to initiate conversations,E,-1
Friendliness,Feel at home in a crowd,E,1
Friendliness,Shy away from group activities,E,-1
Friendliness,Enjoy making people laugh,E,1
Friendliness,Feel anxious about meeting new people,E,-1
Friendliness,Love being the center of attention,E,1
Friendliness,Feel overwhelmed by large crowds,E,-1
Friendliness,Find satisfaction in helping others,E,1
Friendliness,Prefer to observe rather than participate,E,-1
Friendliness,Make friends easily,E,1
Friendliness,Are quick to smile at others,E,1
Friendliness,Find it easy to make new friends,E,1
Friendliness,Enjoy helping others feel comfortable,E,1
Friendliness,Often engage in conversations with strangers,E,1
Friendliness,Have a warm and inviting demeanor,E,1
Friendliness,Are known for being approachable,E,1
Friendliness,Frequently compliment others,E,1
Friendliness,Actively listen when others speak,E,1
Friendliness,Enjoy hosting gatherings,E,1
Friendliness,Are enthusiastic in social settings,E,1
Friendliness,Are willing to lend a helping hand,E,1
Friendliness,Are eager to meet new people,E,1
Friendliness,Feel energized by social interactions,E,1
Friendliness,Are curious about others' experiences,E,1
Friendliness,Have a knack for making others laugh,E,1
Friendliness,Enjoy sharing personal stories,E,1
Friendliness,Are comfortable introducing yourself to new people,E,1
Friendliness,Enjoy meeting new people,E,1
Gregariousness, Rarely engage in lively conversations.,E,-1
Gregariousness,Often find social gatherings overwhelming,E,-1
Gregariousness, Prefer staying in rather than going to parties.,E,-1
Gregariousness,Avoid attending crowded events.,E,-1
Gregariousness,Typically feel drained after meeting new people.,E,-1
Gregariousness,Enjoy solitary activities over group endeavors,E,-1
Gregariousness,Usually keep to oneself at social events.,E,-1
Gregariousness,Feel uneasy when surrounded by unfamiliar faces,E,-1
Gregariousness, Often avoid being the center of attention.,E,-1
Gregariousness, Rarely initiate conversations with strangers.,E,-1
Gregariousness,Prefer listening over speaking in group settings,E,-1
Gregariousness,Often feel anxious in large crowds,E,-1
Gregariousness, Rarely participate in social gatherings.,E,-1
Gregariousness, Avoid making small talk with acquaintances.,E,-1
Gregariousness, Prefer quiet","intimate gatherings with close friends.,"E,-1"
Gregariousness, Find it challenging to make new friends.,E,-1
Gregariousness,Feel more comfortable in one-on-one interactions.,E,-1
Gregariousness,Often need alone time after socializing.,E,-1
Gregariousness, Rarely host parties or events.,E,-1
Gregariousness, Prefer observing rather than participating in group activities.,E,-1
Gregariousness, Often feel out of place in social settings.,E,-1
Gregariousness,Avoid networking events whenever possible.,E,-1
Gregariousness, Rarely express excitement in group discussions.,E,-1
Gregariousness, Prefer not to mingle at gatherings.,E,-1
Gregariousness,Feel awkward at family reunions,E,-1
Gregariousness,Often choose not to attend social functions.,E,-1
Gregariousness,Prefer spending weekends at home.,E,-1
Gregariousness,Avoid attending office parties.,E,-1
Gregariousness, Rarely engage in casual banter.,E,-1
Gregariousness, Often feel shy around new people.,E,-1
Gregariousness,Prefer deep","meaningful conversations over small talk.,"E,-1"
Gregariousness,Feel more comfortable alone,E,-1
Gregariousness,Enjoy being the center of attention,E,1
Gregariousness,Easily make friends with strangers,E,1
Gregariousness,Love engaging in lively discussions,E,1
Gregariousness,Feel energized by social gatherings,E,1
Gregariousness,Seek out social interactions regularly,E,1
Gregariousness,Enjoy meeting new people,E,1
Gregariousness,Feel at ease in crowded events,E,1
Gregariousness,Find it easy to connect with others,E,1
Gregariousness,Often take the initiative to introduce myself,E,1
Gregariousness,Feel a sense of belonging in social settings,E,1
Gregariousness,Love being around others,E,1
Gregariousness,Enjoy networking at events,E,1
Gregariousness,Prefer company to solitude,E,1
Gregariousness,Thrive in group activities,E,1
Gregariousness,Feel at home in a crowd,E,1
Gregariousness,Gregariousness is the tendency to be sociable and enjoy the company of others.,E,1
Anger,Practice patience daily,N,-1
Anger,Count to ten before reacting,N,-1
Anger,Stay calm under pressure,N,-1
Anger,Don't let frustration take over,N,-1
Anger,Respond thoughtfully,N,-1
Anger,Manage stress effectively,N,-1
Anger,Avoid heated arguments,N,-1
Anger,Speak softly even when upset,N,-1
Anger,Take deep breaths to relax,N,-1
Anger,Use humor to diffuse tension,N,-1
Anger,Focus on solutions","not problems,"N,-1"
Anger,Think before speaking,N,-1
Anger,Keep a positive mindset,N,-1
Anger,Choose words carefully,N,-1
Anger,Let go of grudges,N,-1
Anger,Embrace forgiveness,N,-1
Anger,Maintain emotional balance,N,-1
Anger,Find healthy outlets,N,-1
Anger,Avoid blame games,N,-1
Anger, Frequently find myself clenching my fists in fury,N,1
Anger,Struggle to keep my voice calm when upset,N,1
Anger, Feel my blood boil over minor inconveniences,N,1
Anger,Snap at others without meaning to,N,1
Anger, Get frustrated when things dont go my way,N,1
Anger, Experience a surge of anger in stressful situations,N,1
Anger,Feel a burning sensation in my chest when I'm angry,N,1
Anger, Raise my voice more often than Id like,N,1
Anger, Feel the need to vent my anger loudly,N,1
Anger, Get annoyed by slow or incompetent service,N,1
Anger,Feel an intense urge to lash out when provoked,N,1
Anger, Find it hard to forgive quickly after a conflict,N,1
Anger,Feel my heart rate increase when I'm mad,N,1
Anger,Get impatient with people who disagree with me,N,1
Anger, Feel like slamming doors when upset,N,1
Anger,Experience a strong desire to argue when angry,N,1
Anger,Feel my temper flare up unexpectedly,N,1
Anger,Struggle to keep my emotions in check,N,1
Anger, Get irritated by repetitive noises,N,1
Anger,Feel a compulsion to speak harshly in anger,N,1
Anger, Find it hard to calm down once Im angry,N,1
Anger,Feel the need to walk away to avoid confrontation,N,1
Anger, Get upset when plans dont go smoothly,N,1
Anger, Feel like shouting when someone cuts me off in traffic,N,1
Anger, Find it difficult to stay composed,N,1
Anxiety,Sure","here are new descriptive texts for the trait Anxiety:,"N,-1"
Anxiety,Hardly ever panic,N,-1
Anxiety,Remain calm in tense situations,N,-1
Anxiety,Feel at ease with unknowns,N,-1
Anxiety, Seldom fret over details,N,-1
Anxiety,Rarely feel overwhelmed,N,-1
Anxiety,Stay composed under pressure,N,-1
Anxiety,Do not dwell on uncertainties,N,-1
Anxiety,Feel secure in decisions,N,-1
Anxiety, Rarely experience nervousness,N,-1
Anxiety,Have minimal stress about future,N,-1
Anxiety,Feel relaxed in social settings,N,-1
Anxiety,Do not worry about impressions,N,-1
Anxiety, Handle stress with ease,N,-1
Anxiety, Rarely feel anxious in crowds,N,-1
Anxiety,Feel comfortable in new environments,N,1
Anxiety, Rarely second-guess choices,N,-1
Anxiety,Feel confident in abilities,N,-1
Anxiety,Do not anticipate problems,N,-1
Anxiety,Rarely experience tension,N,-1
Anxiety, Seldom worry about performance,N,-1
Anxiety,Feel calm during change,N,-1
Anxiety,Do not fear failure,N,-1
Anxiety, Rarely feel restless,N,-1
Anxiety,Stay relaxed in emergencies,N,-1
Anxiety,Feel peace with the unknown,N,-1
Anxiety, Rarely have racing thoughts,N,-1
Anxiety, Do not stress over mistakes,N,-1
Anxiety,Feel secure with self-image,N,-1
Anxiety, Rarely worry about acceptance,N,-1
Anxiety,Feel stable with responsibilities,N,-1
Anxiety, Seldom experience dread,N,-1
Anxiety, Do not obsess over outcomes,N,-1
Anxiety,Feel calm,N,-1
Anxiety,Find it hard to relax,N,1
Anxiety,Easily overwhelmed by tasks,N,1
Anxiety,Frequently feel nervous,N,1
Anxiety,Constantly second-guess decisions,N,1
Anxiety,Experience racing thoughts,N,1
Anxiety,Feel restless and on edge,N,1
Anxiety,Struggle with excessive worrying,N,1
Anxiety,Have trouble sleeping due to thoughts,N,1
Anxiety,Fear making mistakes,N,1
Anxiety,Feel tension in muscles often,N,1
Anxiety,Avoid situations due to fear,N,1
Anxiety,Tend to anticipate the worst,N,1
Anxiety,Feel butterflies in stomach often,N,1
Anxiety,Overthink social interactions,N,1
Anxiety,Feel easily startled,N,1
Anxiety,Worry about health frequently,N,1
Anxiety,Feel unsettled in new environments,N,1
Anxiety,Dwell on past events,N,1
Anxiety,Find it hard to concentrate,N,1
Depression,Often find it hard to get out of bed,N,-1
Depression,Struggle to find joy in hobbies,N,-1
Depression,Feel like you're in a constant fog,N,-1
Depression,Have little interest in social activities,N,-1
Depression,Frequently feel overwhelmed by simple tasks,N,-1
Depression,Experience a lack of motivation,N,-1
Depression,Feel disconnected from the world,N,-1
Depression,Have trouble concentrating on work,N,-1
Depression,Often feel exhausted despite sleeping,N,-1
Depression,Experience a persistent feeling of sadness,N,-1
Depression,Feel a sense of hopelessness about the future,N,-1
Depression,Avoid activities you once enjoyed,N,-1
Depression,Struggle with feelings of worthlessness,N,-1
Depression,Find it hard to make decisions,N,-1
Depression,Often feel anxious or restless,N,-1
Depression,Have a decreased appetite,N,-1
Depression,Sleep too much or too little,N,-1
Depression,Feel like you're in a state of depression,N,-1
Depression,Frequently struggle to find joy in activities I used to love,N,1
Depression,Often feel overwhelmed by simple tasks,N,1
Depression,Have difficulty concentrating on things for any length of time,N,1
Depression,Feel like I'm moving in slow motion,N,1
Depression,Rarely feel motivated to start my day.,N,1
Depression,Find it hard to see any positives in my future,N,1
Depression,Feel disconnected from people around me,N,1
Depression,Often feel like a burden to others,N,1
Depression,Experience deep feelings of sadness that are hard to shake,N,1
Depression,Have trouble sleeping at night,N,1
Depression,Feel exhausted even after a full night's sleep,N,1
Depression,Experience frequent feelings of worthlessness,N,1
Depression,Struggled to find the energy to do daily chores,N,1
Depression,Feel like I'm stuck in a never-ending cycle of negativity,N,1
Depression,Have lost interest in socializing with friends.,N,1
Depression,Feel like I'm trapped in my own thoughts,N,1
Immoderation,- Always resist temptations,N,-1
Immoderation,- Find it easy to avoid excess,N,-1
Immoderation,- Seldom give in to desires,N,-1
Immoderation,- Maintain strict self-discipline,N,-1
Immoderation,- Consistently choose moderation,N,-1
Immoderation,- Resist the urge to overdo it,N,-1
Immoderation,- Rarely indulge in excess,N,-1
Immoderation,Avoid going overboard,N,-1
Immoderation,- Keep cravings in check,N,-1
Immoderation,- Steer clear of extravagance,N,-1
Immoderation,- Never go beyond limits,N,-1
Immoderation,Stay within reasonable bounds,N,-1
Immoderation,- Shun overindulgence,N,-1
Immoderation,- Never exceed moderation,N,-1
Immoderation,Keep self-control intact,N,-1
Immoderation,- Resist the pull of excess,N,-1
Immoderation,- Maintain a balanced approach,N,-1
Immoderation,- Rarely lose self-control,N,-1
Immoderation,- Avoid excessive behavior,N,-1
Immoderation,- Stick to moderation,N,-1
Immoderation,Stay grounded in desires,N,-1
Immoderation,- Control impulses effectively,N,1
Immoderation,- Opt for restraint,N,-1
Immoderation,- Keep indulgence at bay,N,-1
Immoderation,- Rarely succumb to excess,N,-1
Immoderation,- Stay clear of immoderation,N,-1
Immoderation,- Adhere to sensible limits,N,-1
Immoderation,- Maintain moderation at all times,N,-1
Immoderation,- Seldom yield to temptations,N,-1
Immoderation,Exercise control over desires,N,-1
Immoderation,- Never give in to extravagance,N,-1
Immoderation,Avoid going to extremes,N,-1
Immoderation,Sustain a moderate lifestyle,N,-1
Immoderation,- Rarely act on impulses,N,-1
Immoderation,- Keep desires under control,N,-1
Immoderation,- Manage cravings effectively,N,-1
Immoderation,- Rarely indulge without thought,N,-1
Immoderation,Maintain equilibrium in behavior,N,-1
Immoderation,Stay vigilant against overindulgence,N,-1
Immoderation, Frequently indulge in activities excessively.,N,1
Immoderation, Tend to overconsume despite knowing better.,N,1
Immoderation,Have difficulty stopping once I've started something.,N,1
Immoderation,Often eat too much,N,1
Immoderation, Struggle to maintain self-control in tempting situations.,N,1
Immoderation, Regularly exceed my limits","whether its food or other pleasures.,"N,1"
Immoderation, Find it hard to resist immediate gratification.,N,1
Immoderation,Usually end up taking more than I initially intended.,N,1
Immoderation, Often regret overindulging after the fact.,N,1
Immoderation, Cant help but go overboard in enjoyable situations.,N,1
Immoderation, Frequently consume more than necessary.,N,1
Immoderation,Tend to act impulsively without much forethought.,N,1
Immoderation, Often find myself in situations where Ive overdone it.,N,1
Immoderation, Struggle to restrain myself when something is enticing.,N,1
Immoderation, Have a habit of going all in and not holding back.,N,1
Immoderation, Often end up regretting my decisions to indulge too much.,N,1
Immoderation, Tend to let loose and abandon moderation easily.,N,1
Immoderation, Find it challenging to stick to limits Ive set for myself.,N,1
Immoderation, Regularly partake in excess","even when I know I shouldnt.,"N,1"
Immoderation, Often exceed my own expectations of restraint.,N,1
Immoderation, Frequently pay the price for not knowing when to stop.,N,1
Immoderation, Tend to give in to temptations even when I plan not to.,N,1
Immoderation,Struggle with saying no to things,N,1
Introspection/Private Self-Consciousness,Im not interested in understanding my own thoughts.,N,-1
Introspection/Private Self-Consciousness,I avoid deep reflection about myself.,N,-1
Introspection/Private Self-Consciousness,I rarely contemplate my own motives.,N,-1
Introspection/Private Self-Consciousness,Self-analysis doesnt appeal to me.,N,-1
Introspection/Private Self-Consciousness,I prefer not to dwell on my inner world.,N,-1
Introspection/Private Self-Consciousness,I find introspection to be unnecessary.,N,-1
Introspection/Private Self-Consciousness,I dont enjoy thinking about my feelings.,N,-1
Introspection/Private Self-Consciousness,I dont spend time in self-reflection.,N,-1
Introspection/Private Self-Consciousness,I avoid questioning my own beliefs.,N,-1
Introspection/Private Self-Consciousness,I dont like exploring my own mind.,N,-1
Introspection/Private Self-Consciousness,I steer clear of self-examination.,N,-1
Introspection/Private Self-Consciousness,I seldom think about my personal growth.,N,-1
Introspection/Private Self-Consciousness,I dont engage in self-dialogue.,N,-1
Introspection/Private Self-Consciousness,I dont seek to understand my inner self.,N,-1
Introspection/Private Self-Consciousness,I dont analyze my own behavior.,N,-1
Introspection/Private Self-Consciousness,I avoid looking inward.,N,-1
Introspection/Private Self-Consciousness,I dont focus on my internal experiences.,N,-1
Introspection/Private Self-Consciousness,I rarely evaluate my own emotions.,N,-1
